2,100,5
2,500,277
2,1000,485
3,100,5
3,500,265
3,1000,457
4,100,6
4,500,195
4,1000,451
5,100,6
5,500,234
5,1000,383
8,100,14
8,500,250
8,1000,466
10,100,8
10,500,200
10,1000,604
