2,100,4
2,500,74
2,1000,602
3,100,9
3,500,96
3,1000,456
4,100,5
4,500,93
4,1000,386
5,100,5
5,500,88
5,1000,374
8,100,4
8,500,104
8,1000,397
10,100,4
10,500,114
10,1000,426

