2,100,5
2,500,151
2,1000,665
3,100,7
3,500,102
3,1000,468
4,100,6
4,500,95
4,1000,404
5,100,5
5,500,269
5,1000,342
8,100,6
8,500,219
8,1000,406
10,100,14
10,500,182
10,1000,526
