2,100,5
2,500,218
2,1000,668
3,100,5
3,500,230
3,1000,457
4,100,5
4,500,244
4,1000,355
5,100,7
5,500,94
5,1000,371
8,100,6
8,500,248
8,1000,424
10,100,7
10,500,180
10,1000,582
8,100,8
8,500,225
8,1000,458
8,100,9
8,500,200
8,1000,409
