2,100,6
2,500,217
2,1000,672
3,100,8
3,500,168
3,1000,463
4,100,8
4,500,160
4,1000,415
5,100,6
5,500,91
5,1000,372
8,100,6
8,500,101
8,1000,410
10,100,8
10,500,196
10,1000,543
